Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,
3,0.359606707775731,0.028391723958993,PHATRDRAFT_54015,PHATRDRAFT_23723,PHATRDRAFT_28181,,,,,,,,,,,,,,,,,,,,,,
3,0.359606707775731,0.028391723958993,PHATRDRAFT_54015,PHATRDRAFT_31436,PHATRDRAFT_28181,,,,,,,,,,,,,,,,,,,,,,
3,0.359606707775731,0.0283917239590057,PHATRDRAFT_54015,PHATRDRAFT_55069,PHATRDRAFT_21970,,,,,,,,,,,,,,,,,,,,,,
4,0.359606707775679,0.205916612546855,PHATRDRAFT_49229,PHATRDRAFT_30145,PHATRDRAFT_54015,PHATRDRAFT_28181,,,,,,,,,,,,,,,,,,,,,
4,0.359606707775809,0.0283917239592487,PHATRDRAFT_45947,PHATRDRAFT_54015,PHATRDRAFT_28068,PHATRDRAFT_21970,,,,,,,,,,,,,,,,,,,,,
5,0.359606707775731,0.054794786590988,PHATRDRAFT_30145,PHATRDRAFT_54015,PHATRDRAFT_36256,PHATRDRAFT_14962,PHATRDRAFT_21970,,,,,,,,,,,,,,,,,,,,
9,0.359606707775729,0.38086681697758,PHATRDRAFT_51092,PHATRDRAFT_12762,PHATRDRAFT_21988,PHATRDRAFT_49339,PHATRDRAFT_19708,Phatr3_EG02361,PHATRDRAFT_34392,PHATRDRAFT_42245,PHATRDRAFT_28181,,,,,,,,,,,,,,,,
11,0.359606707775757,0.303433596416826,PHATRDRAFT_20342,PHATRDRAFT_50577,PHATRDRAFT_21988,PHATRDRAFT_49339,PHATRDRAFT_29016,PHATRDRAFT_28191,Phatr3_EG02361,PHATRDRAFT_34392,PHATRDRAFT_21970,PHATRDRAFT_42245,PHATRDRAFT_15536,,,,,,,,,,,,,,
12,0.359606707775732,0.513292176440793,PHATRDRAFT_20342,PHATRDRAFT_14792,PHATRDRAFT_21988,PHATRDRAFT_34120,PHATRDRAFT_49339,PHATRDRAFT_36913,PHATRDRAFT_46664,PHATRDRAFT_19708,Phatr3_EG02361,PHATRDRAFT_34392,PHATRDRAFT_21970,PHATRDRAFT_42245,,,,,,,,,,,,,
13,0.359606707775675,0.380866816977146,PHATRDRAFT_20192,PHATRDRAFT_51092,PHATRDRAFT_50577,PHATRDRAFT_54219,PHATRDRAFT_21988,PHATRDRAFT_49339,PHATRDRAFT_40430,PHATRDRAFT_28191,Phatr3_EG02361,PHATRDRAFT_34392,PHATRDRAFT_48078,PHATRDRAFT_21970,PHATRDRAFT_16375,,,,,,,,,,,,
14,0.359606707775688,0.647203605952254,PHATRDRAFT_20192,PHATRDRAFT_26934,PHATRDRAFT_51092,PHATRDRAFT_54219,PHATRDRAFT_21988,PHATRDRAFT_26290,PHATRDRAFT_49339,PHATRDRAFT_1155,PHATRDRAFT_13232,PHATRDRAFT_46664,Phatr3_EG02361,PHATRDRAFT_34392,PHATRDRAFT_39711,PHATRDRAFT_43194,,,,,,,,,,,
15,0.359606707775731,1.29916570394624,PHATRDRAFT_51092,PHATRDRAFT_27726,PHATRDRAFT_10257,PHATRDRAFT_draft870,PHATRDRAFT_10073,PHATRDRAFT_21988,PHATRDRAFT_26290,Phatr3_EG02361,PHATRDRAFT_27166,PHATRDRAFT_45592,PHATRDRAFT_34392,PHATRDRAFT_21970,PHATRDRAFT_16375,PHATRDRAFT_8990,PHATRDRAFT_54528,,,,,,,,,,
15,0.359606707775729,0.3260176097663,PHATRDRAFT_20342,PHATRDRAFT_54082,PHATRDRAFT_50577,PHATRDRAFT_21988,Phatr3_EG02232,PHATRDRAFT_26290,PHATRDRAFT_52208,PHATRDRAFT_12757,PHATRDRAFT_34120,Phatr3_EG02361,PHATRDRAFT_8982,PHATRDRAFT_34392,PHATRDRAFT_42245,PHATRDRAFT_51970,PHATRDRAFT_28181,,,,,,,,,,
17,0.359606707775731,0.00550209807680024,PHATRDRAFT_20342,PHATRDRAFT_12902,PHATRDRAFT_12762,Phatr3_EG02261,PHATRDRAFT_21988,PHATRDRAFT_34120,PHATRDRAFT_49339,PHATRDRAFT_40430,PHATRDRAFT_46664,Phatr3_EG02361,PHATRDRAFT_47090,PHATRDRAFT_1341,PHATRDRAFT_34392,PHATRDRAFT_15917,PHATRDRAFT_39711,PHATRDRAFT_42245,PHATRDRAFT_45428,,,,,,,,
18,0.359606707775731,0.556774900841893,PHATRDRAFT_51092,PHATRDRAFT_13987,PHATRDRAFT_draft877,PHATRDRAFT_800,PHATRDRAFT_26290,PHATRDRAFT_31906,PHATRDRAFT_8982,PHATRDRAFT_54731,PHATRDRAFT_859,PHATRDRAFT_20310,PHATRDRAFT_13005,PHATRDRAFT_50084,PHATRDRAFT_21970,PHATRDRAFT_draft645,PHATRDRAFT_22117,PHATRDRAFT_15777,PHATRDRAFT_49505,Phatr3_EG02292,,,,,,,
18,0.359606707775731,0.556774900839508,PHATRDRAFT_51092,PHATRDRAFT_13987,PHATRDRAFT_draft877,PHATRDRAFT_800,PHATRDRAFT_12902,PHATRDRAFT_55192,PHATRDRAFT_26290,PHATRDRAFT_draft542,PHATRDRAFT_31906,PHATRDRAFT_8982,PHATRDRAFT_47090,PHATRDRAFT_1341,PHATRDRAFT_19979,PHATRDRAFT_859,PHATRDRAFT_21970,PHATRDRAFT_22117,PHATRDRAFT_49505,PHATRDRAFT_43604,,,,,,,
19,0.359606707775731,0.0199938015558061,PHATRDRAFT_51092,PHATRDRAFT_10257,PHATRDRAFT_draft870,PHATRDRAFT_10073,PHATRDRAFT_50577,PHATRDRAFT_21988,PHATRDRAFT_55126,PHATRDRAFT_19708,Phatr3_EG02361,PHATRDRAFT_34392,PHATRDRAFT_859,PHATRDRAFT_20310,PHATRDRAFT_23913,PHATRDRAFT_44806,Phatr3_EG02569,PHATRDRAFT_21970,PHATRDRAFT_8990,PHATRDRAFT_12452,Phatr3_EG02611,,,,,,
25,0.359606707775734,1.0702455473758,PHATRDRAFT_51092,PHATRDRAFT_27726,PHATRDRAFT_54082,PHATRDRAFT_800,PHATRDRAFT_54219,PHATRDRAFT_21988,Phatr3_EG02232,PHATRDRAFT_45017,PHATRDRAFT_14762,Phatr3_EG02361,PHATRDRAFT_8982,PHATRDRAFT_34392,PHATRDRAFT_36641,PHATRDRAFT_46880,PHATRDRAFT_37658,PHATRDRAFT_34976,PHATRDRAFT_13005,PHATRDRAFT_50084,PHATRDRAFT_35566,PHATRDRAFT_51970,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_45428,PHATRDRAFT_28181
