Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.291829966725032,0.00407217301393753,STM3646,STM0158,STM2285,STM3526,STM1290,STM4326,STM1299,STM2947,STM3709,STM3068,STM2141,STM1135,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM1124,STM0007,STM2473,STM3708,,,,,,,,,,,,,,,,,,
34,0.295070567092715,0.00498776524742216,STM2927,STM1749,STM2463,STM2285,STM3526,STM4326,STM1511,STM1299,STM2947,STM1620,STM0368,STM3597,STM1326,STM4062,STM4408,STM1291,STM3069,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM3248,STM0519,STM2332,STM3968,STM1124,STM2196,STM3240,STM0402,STM0608,STM2971,STM1826,,,,,,,,
35,0.185963322622166,0.108875449596791,STM4482,STM1749,STM2463,STM2285,STM3526,STM4567,STM3512,STM3541,STM4326,STM1511,STM2947,STM3709,STM3068,STM2141,STM1620,STM0369,STM4408,STM1291,STM3069,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM3248,STM0519,STM1124,STM2196,STM3240,STM0402,STM0608,STM2971,STM1826,STM1341,,,,,,,
35,0.155890278216528,0.0709340527518693,STM3646,STM1749,STM2463,STM2285,STM3526,STM4326,STM1511,STM0321,STM1299,STM2947,STM0525,STM3247,STM2959,STM2492,STM1135,STM3542,STM4485,STM4183,STM0974,STM1326,STM4062,STM4408,STM1291,STM3069,STM4484,STM2317,STM3179,STM4569,STM1480,STM4126,STM2051,STM0402,STM0608,STM3708,STM1341,,,,,,,
35,0.271836255909973,0.0149362086561394,STM3646,STM2792,STM1749,STM2463,STM2122,STM2285,STM3526,STM1290,STM4570,STM4326,STM1511,STM1299,STM0517,STM2947,STM3709,STM3068,STM2141,STM1135,STM0141,STM4183,STM0491,STM0369,STM1448,STM4484,STM2317,STM3179,STM1480,STM4126,STM1124,STM4467,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,,,
35,0.271133351268288,0.0128014426405883,STM2927,STM1749,STM2463,STM2285,STM3526,STM4326,STM2952,STM1299,STM2947,STM3709,STM3068,STM2141,STM1620,STM0141,STM0368,STM1448,STM0518,STM4184,STM4484,STM2317,STM3179,STM4569,STM1480,STM4126,STM2338,STM2466,STM0977,STM1124,STM4467,STM3802,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,,,
35,0.27113335126829,0.0128014426406331,STM2927,STM1749,STM2463,STM2285,STM3526,STM4326,STM1299,STM2947,STM3709,STM1620,STM0141,STM0368,STM1448,STM1326,STM4062,STM3069,STM4184,STM4484,STM2317,STM3179,STM4569,STM1480,STM4126,STM2338,STM2466,STM3248,STM0519,STM1124,STM4467,STM3802,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,,,
35,0.271790510647759,0.0120097388412021,STM3646,STM1463,STM1749,STM2463,STM2285,STM3526,STM1290,STM4568,STM4570,STM4326,STM1299,STM2947,STM3709,STM3068,STM2141,STM1135,STM0141,STM0368,STM1448,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM1124,STM4467,STM3802,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,,,
35,0.271830112034105,0.011882559003676,STM3646,STM2927,STM1749,STM2463,STM2285,STM2009,STM3526,STM1290,STM4567,STM4326,STM1299,STM2947,STM3709,STM1135,STM0141,STM0368,STM1448,STM1326,STM4062,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM1124,STM4467,STM3802,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,,,
35,0.297887081610626,0.00202059736641865,STM3646,STM1749,STM2463,STM2285,STM3526,STM1290,STM4568,STM4570,STM4326,STM2952,STM1299,STM2947,STM3709,STM3068,STM2141,STM1135,STM4183,STM0370,STM3597,STM4408,STM1291,STM4484,STM2317,STM3179,STM1480,STM4126,STM1124,STM3802,STM2196,STM3240,STM0402,STM0608,STM3708,STM2971,STM1826,,,,,,,
35,0.271830112034105,0.011882559003676,STM3646,STM2927,STM1749,STM2463,STM2285,STM2009,STM3526,STM1290,STM4567,STM4326,STM1299,STM2947,STM3709,STM1135,STM0141,STM0369,STM1448,STM1326,STM4062,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM1124,STM4467,STM3802,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,,,
36,0.0521529890972417,0.114988193382534,STM1463,STM1749,STM2463,STM2285,STM3526,STM4326,STM1511,STM1884,STM1299,STM2947,STM3709,STM1620,STM0141,STM0974,STM1448,STM1326,STM4062,STM3069,STM0518,STM4184,STM4484,STM0542,STM2317,STM3179,STM4569,STM1480,STM4126,STM3218,STM1124,STM4467,STM2196,STM3240,STM2041,STM3708,STM2971,STM1826,,,,,,
36,0.2781667930622,0.0281387748247001,STM3646,STM2927,STM2285,STM3526,STM4568,STM4570,STM4326,STM2952,STM1299,STM2947,STM3709,STM3068,STM2141,STM1135,STM4183,STM0369,STM0974,STM4408,STM1291,STM3069,STM4484,STM2317,STM3179,STM1480,STM4126,STM2332,STM1124,STM3802,STM2196,STM3240,STM0402,STM0608,STM3708,STM2971,STM1826,STM1341,,,,,,
36,0.271132286289421,0.0128776193873149,STM3646,STM1463,STM1749,STM2463,STM2285,STM3526,STM4567,STM4326,STM1511,STM2952,STM1299,STM0517,STM2947,STM3709,STM1135,STM0141,STM4183,STM0369,STM1448,STM1326,STM4062,STM4484,STM2317,STM3179,STM1480,STM4126,STM4578,STM2338,STM2466,STM1124,STM4467,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,,
36,0.271133351268292,0.0128014426407158,STM1749,STM2463,STM2285,STM3526,STM4326,STM2952,STM1299,STM2947,STM3709,STM3068,STM2141,STM1620,STM0141,STM0491,STM0369,STM1448,STM4184,STM4484,STM2317,STM3179,STM4569,STM1480,STM4126,STM2338,STM2466,STM3248,STM0519,STM0977,STM1124,STM4467,STM3802,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,,
37,0.271124867712277,0.0129148146501613,STM1463,STM1749,STM2463,STM2285,STM3526,STM1290,STM4567,STM4326,STM1511,STM1299,STM2947,STM3068,STM2141,STM1620,STM0141,STM0369,STM4408,STM1291,STM0518,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM1124,STM4467,STM2196,STM3240,STM0402,STM0608,STM3708,STM2971,STM1826,STM1341,,,,,
37,0.271124867712278,0.0129148146502031,STM1463,STM1749,STM2463,STM2285,STM3526,STM4567,STM4326,STM1511,STM1299,STM2947,STM1620,STM0141,STM0370,STM3597,STM1326,STM4062,STM4408,STM1291,STM3069,STM0518,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM1124,STM4467,STM2196,STM3240,STM0402,STM0608,STM3708,STM2971,STM1826,,,,,
37,0.271113118100329,0.0129028929862917,STM1463,STM1749,STM2463,STM2285,STM3526,STM4570,STM4326,STM2952,STM1299,STM2947,STM3709,STM3068,STM2141,STM1620,STM0141,STM0370,STM1448,STM3062,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM3248,STM0519,STM3968,STM1124,STM4467,STM3802,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,
37,0.271125932632867,0.0128386401337892,STM1749,STM2463,STM2285,STM3526,STM1290,STM4567,STM4326,STM1511,STM1299,STM2947,STM3709,STM1620,STM0141,STM0491,STM0370,STM3597,STM1326,STM4062,STM4408,STM1291,STM0518,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM1124,STM4467,STM2196,STM3240,STM0402,STM0608,STM2971,STM1826,,,,,
37,0.27117748616567,0.0128180225450858,STM3646,STM0158,STM2927,STM1749,STM2463,STM2285,STM3526,STM1290,STM4567,STM4570,STM4326,STM1511,STM2952,STM1299,STM2947,STM3709,STM1135,STM0141,STM4183,STM1448,STM1326,STM4062,STM4484,STM2317,STM3179,STM1480,STM4126,STM4578,STM2338,STM2466,STM1124,STM4467,STM2196,STM3240,STM3708,STM2971,STM1826,,,,,
37,0.23933483813757,0.0100064386630734,STM3646,STM2927,STM1749,STM2463,STM2122,STM2285,STM3526,STM4326,STM1511,STM1299,STM0517,STM2947,STM3068,STM2141,STM1135,STM3542,STM4485,STM4183,STM3597,STM0974,STM4408,STM1291,STM4484,STM0542,STM2317,STM3179,STM1480,STM4126,STM2332,STM1124,STM2196,STM3240,STM0402,STM0608,STM3708,STM2971,STM1826,,,,,
37,0.0521529890972417,0.114988193382846,STM3646,STM1463,STM2792,STM1749,STM2463,STM2285,STM3526,STM4326,STM1511,STM1884,STM1299,STM0517,STM2947,STM3709,STM3068,STM2141,STM1135,STM0141,STM4183,STM0974,STM1448,STM3069,STM4484,STM0542,STM2317,STM3179,STM4569,STM1480,STM4126,STM1124,STM4467,STM2196,STM3240,STM2051,STM3708,STM2971,STM1826,,,,,
38,0.0521529890972417,0.114988193382869,STM1463,STM1597,STM1749,STM2463,STM2285,STM3526,STM4326,STM1884,STM2952,STM1299,STM2947,STM3709,STM1620,STM0141,STM0974,STM1448,STM1326,STM4062,STM4184,STM4484,STM0542,STM2317,STM3179,STM4569,STM1480,STM4126,STM3248,STM0519,STM0977,STM1124,STM4467,STM3802,STM2196,STM3240,STM2041,STM3708,STM2971,STM1826,,,,
38,0.0521610923212136,0.114962136853917,STM3646,STM2927,STM2792,STM1749,STM2463,STM2285,STM2009,STM3526,STM1290,STM4567,STM4326,STM1884,STM1299,STM0517,STM2947,STM3709,STM3068,STM2141,STM1135,STM0141,STM4183,STM0974,STM1448,STM4484,STM0542,STM2317,STM3179,STM1480,STM4126,STM1124,STM4467,STM3802,STM2196,STM3240,STM2051,STM3708,STM2971,STM1826,,,,
38,0.0522942854646753,0.114764635283644,STM3646,STM2927,STM1749,STM2463,STM2285,STM2009,STM3526,STM4567,STM4326,STM1511,STM1884,STM2952,STM1299,STM2947,STM3709,STM3068,STM2141,STM1135,STM0141,STM0974,STM1448,STM4184,STM4484,STM0542,STM2317,STM3179,STM1480,STM4126,STM3218,STM0977,STM1124,STM4467,STM2196,STM3240,STM2041,STM3708,STM2971,STM1826,,,,
38,0.271124867712277,0.0129148146501798,STM1463,STM1749,STM2463,STM2285,STM3526,STM4567,STM4326,STM1511,STM2952,STM1299,STM2947,STM1620,STM0141,STM0370,STM3597,STM1326,STM4062,STM4408,STM1291,STM0518,STM4184,STM4484,STM2317,STM3179,STM1480,STM4126,STM4578,STM2338,STM2466,STM1124,STM4467,STM2196,STM3240,STM0402,STM0608,STM3708,STM2971,STM1826,,,,
38,0.271125932632865,0.0128386401338456,STM1749,STM2463,STM2285,STM3526,STM4326,STM1511,STM2952,STM1299,STM2947,STM1620,STM0141,STM0491,STM0370,STM3597,STM1326,STM4062,STM4408,STM1291,STM0518,STM4184,STM4484,STM2317,STM3179,STM4569,STM1480,STM4126,STM2338,STM2466,STM0977,STM1124,STM4467,STM2196,STM3240,STM0402,STM0608,STM3708,STM2971,STM1826,,,,
38,0.271216909098369,0.0126912471092368,STM3646,STM0158,STM2927,STM1749,STM2463,STM2285,STM2009,STM3526,STM1290,STM4326,STM2952,STM1299,STM2947,STM3709,STM1135,STM0141,STM4183,STM1448,STM1326,STM4062,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM2332,STM0977,STM1124,STM4467,STM3802,STM2196,STM3240,STM3708,STM2971,STM1826,STM4559_S,,,,
39,0.0522846506188281,0.114799719259254,STM3646,STM1463,STM1749,STM2463,STM4108,STM2285,STM3526,STM4326,STM1511,STM1885,STM1299,STM2947,STM3068,STM2141,STM1135,STM0141,STM0974,STM4408,STM1291,STM3069,STM4184,STM4484,STM0542,STM2317,STM3179,STM4569,STM1480,STM4126,STM3218,STM1124,STM4467,STM2196,STM3240,STM0402,STM0608,STM3708,STM2971,STM1826,STM1341,,,
39,0.0522901239007341,0.114784883956131,STM3646,STM1463,STM2792,STM1749,STM2463,STM2285,STM3526,STM4567,STM4326,STM1885,STM1299,STM2947,STM3709,STM3068,STM2141,STM1135,STM0141,STM0974,STM1448,STM3062,STM0772,STM4585,STM3704,STM4184,STM4484,STM0542,STM2317,STM3179,STM1480,STM4126,STM1124,STM4467,STM3802,STM2196,STM3240,STM2051,STM3708,STM2971,STM1826,,,
39,0.271828798760061,0.0149734440189046,STM3646,STM0158,STM2927,STM1597,STM1749,STM2463,STM2122,STM2285,STM3526,STM4570,STM4326,STM1299,STM0517,STM2947,STM3709,STM1135,STM0141,STM4183,STM3597,STM1326,STM4062,STM4408,STM1291,STM3069,STM4484,STM2317,STM3179,STM1480,STM4126,STM1124,STM4467,STM3802,STM2196,STM3240,STM0402,STM0608,STM3708,STM2971,STM1826,,,
39,0.27110570057207,0.0129400849280129,STM3646,STM1463,STM1749,STM2463,STM2285,STM3526,STM4326,STM1511,STM2952,STM1299,STM0517,STM2947,STM1135,STM0141,STM4183,STM0369,STM3597,STM1326,STM4062,STM4408,STM1291,STM4484,STM2317,STM3179,STM4569,STM1480,STM4126,STM2338,STM2466,STM0977,STM1124,STM4467,STM2196,STM3240,STM0402,STM0608,STM3708,STM2971,STM1826,,,
39,0.271124867712274,0.0129148146501287,STM3646,STM0158,STM1463,STM1749,STM2463,STM2285,STM3526,STM1290,STM4567,STM4326,STM1511,STM1299,STM2947,STM1135,STM0141,STM4183,STM1326,STM4062,STM4408,STM1291,STM4484,STM2317,STM3179,STM1480,STM4126,STM2338,STM2466,STM3248,STM0519,STM1124,STM4467,STM2196,STM3240,STM0402,STM0608,STM3708,STM2971,STM1826,STM1341,,,
39,0.271132286289421,0.0128776193873149,STM3646,STM1463,STM1749,STM2463,STM2285,STM3526,STM4567,STM4326,STM1511,STM1299,STM2947,STM3709,STM1135,STM0141,STM4183,STM0369,STM1448,STM1326,STM4062,STM0772,STM4585,STM3704,STM4484,STM2317,STM3179,STM1480,STM4126,STM4578,STM2338,STM2466,STM3248,STM0519,STM1124,STM4467,STM2196,STM3240,STM3708,STM2971,STM1826,,,
40,0.0485045997736595,0.113973270055787,STM3646,STM1749,STM2463,STM2285,STM3526,STM1290,STM4326,STM1511,STM1884,STM1299,STM2947,STM3709,STM1135,STM0141,STM2081,STM4183,STM0491,STM0974,STM1448,STM1326,STM4062,STM4484,STM0542,STM2317,STM3179,STM1480,STM4126,STM3248,STM0519,STM3218,STM1124,STM4467,STM2196,STM3240,STM2051,STM0007,STM2473,STM3708,STM2971,STM1826,,
41,0.0521529890972417,0.114988193382621,STM2927,STM1749,STM2463,STM4108,STM2285,STM3526,STM4568,STM4570,STM4326,STM1885,STM1299,STM2947,STM3709,STM3068,STM2141,STM1620,STM0141,STM0974,STM1448,STM0772,STM4585,STM3704,STM0518,STM4184,STM4484,STM0542,STM2317,STM3179,STM1480,STM4126,STM4578,STM3218,STM2332,STM1124,STM4467,STM3802,STM2196,STM3240,STM3708,STM2971,STM1826,
41,0.0522887870021488,0.11477738159594,STM3646,STM2927,STM1597,STM1749,STM2463,STM2285,STM3526,STM4326,STM1885,STM2952,STM1299,STM2947,STM3709,STM1135,STM0141,STM0974,STM1326,STM4062,STM4408,STM1291,STM4184,STM4484,STM0542,STM2317,STM3179,STM4569,STM1480,STM4126,STM0977,STM1124,STM4467,STM3802,STM2196,STM3240,STM2051,STM0402,STM0608,STM3708,STM2971,STM1826,STM1341,
42,0.0521554249835646,0.114990058374857,STM2927,STM1463,STM2792,STM1749,STM2463,STM2285,STM3526,STM1290,STM4326,STM1511,STM1884,STM1299,STM2947,STM1620,STM0141,STM0974,STM1326,STM4062,STM4408,STM1291,STM0518,STM4184,STM4484,STM0542,STM2317,STM2501,STM3179,STM1480,STM4126,STM2332,STM1124,STM4467,STM2196,STM3240,STM2051,STM0402,STM0608,STM3708,STM2971,STM1826,STM1341,STM4559_S
42,0.0521556460164095,0.114976022085341,STM3646,STM2792,STM1749,STM2463,STM0255,STM3165,STM1288,STM2285,STM3526,STM1290,STM4326,STM1511,STM1884,STM1299,STM0517,STM2947,STM3709,STM3068,STM2141,STM1135,STM0141,STM4183,STM0491,STM0974,STM4408,STM1291,STM4484,STM0542,STM2317,STM3179,STM4569,STM1480,STM4126,STM1124,STM4467,STM2196,STM3240,STM0402,STM0608,STM2971,STM1826,STM1341
