Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.627011432998539,0.830936713639975,b3073,b3124,b1493,b3517,b4014,b2976,b0726,b0529,b0514,b2285,b1378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.640131490421552,2.0606094771876,b4069,b3115,b1849,b2296,b2779,b2925,b2097,b3236,b2690,b3945,b4388,b4381,b0114,b2492,b0904,b1380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.495477987099702,0.468468614922492,b3399,b1241,b0351,b4069,b2744,b3115,b1849,b2296,b3124,b2883,b1982,b3616,b3589,b0675,b2361,b0261,b0411,b4381,b2406,b0112,b0114,b0529,b2492,b0904,b0514,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.44582429220862,0.362466183738346,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b4384,b0871,b2779,b0030,b2407,b1779,b1982,b3616,b3589,b0261,b2913,b4381,b2406,b0112,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.454147882108487,0.447680816304907,b3399,b1241,b0351,b4069,b4384,b2744,b2297,b2458,b2779,b3617,b0030,b2883,b1982,b1623,b0261,b0411,b0112,b0114,b0755,b3612,b0529,b2492,b0904,b2954,b0514,b3662,b1378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.522043928438369,0.424434634403777,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b4384,b2744,b0871,b3617,b0030,b2407,b3124,b1982,b4374,b2361,b2291,b0261,b0411,b0112,b0114,b0529,b2492,b0904,b0514,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.447484324800734,0.357961393850132,b3399,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b2744,b0871,b2779,b2926,b0160,b1982,b3616,b3589,b0675,b2361,b0261,b4388,b4381,b2406,b0112,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.507565611667489,0.249716020986765,b1241,b0351,b4069,b4384,b2744,b3752,b3115,b1849,b2296,b3124,b2883,b1982,b3616,b3589,b0261,b0411,b4381,b0112,b2868,b4064,b4464,b0114,b0529,b2492,b0904,b0514,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.737214285820867,0.943210442147105,b4384,b3708,b3008,b3752,b2930,b4232,b3697,b3925,b0871,b2407,b2690,b1982,b2797,b3117,b1814,b4471,b3449,b3945,b4381,b0114,b0755,b3612,b0529,b1539,b2492,b0904,b1533,b0515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.420320761177678,0.414335393484594,b3399,b1241,b0351,b4069,b4384,b2744,b3752,b3115,b1849,b2296,b2779,b2883,b1779,b1982,b3616,b3589,b1623,b0261,b0411,b4388,b0112,b0114,b0529,b2492,b0904,b2954,b3662,b1378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.527102021367282,0.394498702317934,b4382,b1241,b0351,b4069,b4384,b3708,b2297,b2458,b3617,b0030,b2407,b3124,b1982,b2797,b3117,b1814,b4471,b0261,b2406,b0112,b0114,b2366,b2492,b0904,b1533,b3821,b0514,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.445822112555037,0.362414702420656,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b4384,b2744,b3752,b0871,b3617,b2407,b3124,b0907,b1779,b1982,b0261,b0411,b4381,b0112,b0114,b0755,b3612,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.551246310221472,0.217718405199006,b3553,b3399,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b2502,b2744,b0871,b1238,b1982,b3616,b3589,b1033,b0675,b2361,b0261,b4381,b0112,b0114,b0509,b3125,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.4458242922086,0.362466183723816,b3399,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b4384,b2744,b3752,b0871,b2779,b2926,b3617,b2883,b1982,b1623,b0261,b0411,b4388,b4381,b0112,b0114,b0529,b2492,b0904,b2954,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.423262083182922,0.101739265550805,b4382,b1241,b0351,b4069,b4384,b0512,b0871,b3115,b1849,b2296,b2925,b2097,b2926,b3617,b0030,b2407,b3236,b1982,b3946,b0825,b0261,b2406,b0112,b0114,b0529,b2492,b0904,b1380,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.468920561643753,0.319105515052346,b3399,b1241,b0351,b4069,b2502,b2744,b3708,b3115,b1849,b2296,b2779,b2926,b3617,b1982,b2797,b3117,b1814,b4471,b4374,b0675,b2361,b2291,b0261,b0112,b0452,b0114,b1539,b2492,b0904,b1533,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.52710202136731,0.39449870231768,b3553,b4382,b1241,b0351,b4069,b4384,b3708,b3115,b1849,b2296,b3617,b0030,b2407,b1982,b2797,b3117,b1814,b4471,b1033,b0261,b2406,b0112,b0114,b0509,b3125,b1539,b2492,b0904,b1533,b3821,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0.781179855839588,0.267995736817238,b3399,b2502,b2744,b1278,b3708,b3008,b2930,b4232,b3697,b3925,b0871,b2690,b1982,b2797,b3117,b1814,b4471,b4374,b0675,b2361,b2291,b0261,b0822,b1727,b0114,b1539,b2492,b0904,b2578,b1533,b3927,b3821,,,,,,,,,,,,,,,,,,,,,,,,,
33,0.4220160740804,0.204307898842109,b3553,b1478,b3399,b1241,b0351,b4069,b2744,b2297,b2458,b2926,b0160,b1004,b3713,b1109,b0046,b3236,b3616,b3589,b1033,b4374,b2361,b2291,b0261,b1602,b0114,b0509,b3125,b0529,b2492,b0904,b1380,b2660,b2285,,,,,,,,,,,,,,,,,,,,,,,,
33,0.489724387943281,0.0321272840758947,b3553,b3399,b4069,b2744,b2297,b2458,b2779,b2926,b1004,b3713,b1109,b0046,b3236,b1638,b1982,b4139,b1033,b0675,b2361,b0261,b1602,b2913,b4381,b2789,b3127,b1727,b0114,b0529,b2492,b0904,b3029,b1380,b2285,,,,,,,,,,,,,,,,,,,,,,,,
33,0.398624885406535,0.013671936650777,b4467,b3399,b4069,b2744,b3115,b1849,b2296,b2925,b2097,b1004,b3713,b1109,b0046,b3124,b3236,b1779,b3946,b0825,b1602,b4381,b2789,b3127,b1727,b2975,b0114,b3603,b0529,b2492,b0904,b1380,b2660,b0514,b2285,,,,,,,,,,,,,,,,,,,,,,,,
34,0.521026557333262,0.404117706602594,b3399,b4382,b1241,b0351,b4069,b2744,b3708,b2297,b2458,b3617,b3124,b2883,b1982,b2797,b3117,b1814,b4471,b0675,b2361,b2291,b0261,b1701,b1805,b0112,b4064,b4464,b0114,b1539,b2492,b0904,b1533,b0514,b3662,b1378,,,,,,,,,,,,,,,,,,,,,,,
34,0.600352032146252,0.241842960301811,b3553,b1478,b4269,b0493,b3588,b3003,b3011,b1241,b4384,b2779,b1004,b3713,b1109,b0046,b3236,b1638,b1982,b1302,b2662,b4139,b1033,b1623,b4014,b2976,b3945,b1602,b3915,b0509,b3125,b3029,b1380,b2660,b0221,b2285,,,,,,,,,,,,,,,,,,,,,,,
34,0.676770734054342,0.0728587896805403,b2836,b3399,b0586,b2744,b3708,b3008,b0871,b2779,b0160,b1238,b1779,b1982,b2797,b3117,b1814,b4471,b2440,b0675,b2361,b0261,b4381,b2406,b0112,b0114,b0886,b1539,b2492,b0904,b2578,b1533,b3927,b1600,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,
34,0.490219383910025,0.0327221438704457,b3553,b3399,b4069,b4384,b2744,b3752,b3115,b1849,b2296,b1004,b3713,b1109,b0046,b3236,b1638,b1779,b1982,b4139,b1033,b1623,b0261,b1602,b2913,b4381,b1727,b0114,b0509,b3125,b0529,b2492,b0904,b3029,b1380,b2285,,,,,,,,,,,,,,,,,,,,,,,
38,0.530774028797109,0.339362993253631,b1241,b0351,b4069,b4384,b2744,b1278,b3708,b3614,b0910,b3752,b2297,b2458,b2781,b3617,b2407,b3124,b1759,b1982,b2797,b3117,b1814,b4471,b4374,b0675,b0261,b4381,b2406,b0112,b0452,b0114,b1539,b2492,b0904,b1533,b2835,b3918,b0514,b3662,,,,,,,,,,,,,,,,,,,
38,0.628755271010802,0.135569735843034,b3399,b4069,b2502,b2744,b3708,b3008,b3115,b1849,b2296,b2926,b1238,b3124,b0583,b1982,b2797,b3117,b1814,b4471,b2440,b0675,b2361,b0261,b4381,b0112,b0452,b0114,b0755,b3612,b1539,b2492,b0904,b2578,b1533,b3927,b3447,b4141,b1798,b1378,,,,,,,,,,,,,,,,,,,
41,0.426443372967116,0.312891737388881,b4467,b1478,b1241,b0351,b4069,b4384,b2744,b3708,b2297,b2458,b2779,b2407,b3844,b1004,b3713,b1109,b0046,b3236,b1779,b2797,b3117,b1814,b4471,b3616,b3589,b4374,b2361,b2291,b0261,b1602,b2913,b2789,b3127,b2975,b0114,b3603,b1539,b2492,b0904,b1380,b2285,,,,,,,,,,,,,,,,
43,0.426567480853708,0.12380890074371,b3553,b4069,b4384,b2744,b3752,b3115,b1849,b2296,b2407,b3844,b1004,b3713,b1109,b0046,b3236,b1638,b1779,b0937,b1982,b4139,b1033,b1623,b0261,b0411,b2799,b3945,b1602,b2913,b4381,b1727,b0114,b0509,b3125,b0529,b2492,b0904,b2954,b3927,b3029,b1380,b3662,b2285,b1010,,,,,,,,,,,,,,
45,0.463689344409221,0.163636781080048,b3553,b1478,b3399,b4269,b0493,b3588,b3003,b3011,b1241,b2744,b0871,b3844,b1004,b3713,b1109,b0046,b3236,b1638,b1779,b1982,b4139,b1033,b0675,b2361,b4014,b0261,b2976,b2799,b3945,b1602,b0153,b2913,b4381,b0584,b0509,b3125,b0529,b2492,b0904,b2954,b1298,b3029,b1380,b2285,b1007,,,,,,,,,,,,
45,0.41786513041642,0.153375968413425,b3553,b1478,b3399,b1241,b4069,b4384,b2744,b3115,b1849,b2296,b0160,b2407,b1004,b3713,b1109,b0046,b3236,b1638,b1779,b1982,b4139,b1033,b0675,b2361,b4014,b0261,b2976,b2799,b3945,b1602,b3915,b0509,b3125,b0529,b2492,b0904,b1300,b2954,b3029,b1380,b2660,b0221,b2285,b1378,b1007,,,,,,,,,,,,
45,0.403998684666214,0.151092309741627,b3553,b1478,b4382,b1241,b4069,b4384,b3752,b2297,b2458,b2779,b2407,b1004,b3713,b1109,b0046,b3236,b1638,b1982,b0477,b1525,b4139,b1033,b2661,b4014,b0261,b2976,b2799,b3945,b1602,b2342,b3845,b2913,b2406,b3915,b0509,b3125,b0529,b2492,b0904,b2954,b3029,b1380,b3662,b2285,b1009,,,,,,,,,,,,
49,0.448271079509436,0.169232354579992,b4467,b1478,b3399,b1241,b4069,b2744,b3115,b1849,b2296,b2779,b3844,b1004,b3713,b1109,b0046,b3236,b1638,b1779,b0207,b3012,b1982,b4139,b0675,b2361,b4014,b0261,b2976,b2799,b1602,b4388,b4381,b2789,b3127,b3915,b2975,b3603,b0529,b2492,b0904,b2954,b1781,b3001,b3029,b1380,b0325,b2660,b1771,b2285,b1009,,,,,,,,
49,0.426426403112228,0.125832852479836,b3553,b1478,b4269,b0493,b3588,b3003,b3011,b1241,b4384,b0871,b0030,b2407,b1004,b3713,b1109,b0046,b3236,b1638,b3908,b1656,b1982,b0477,b4139,b1033,b4014,b0261,b2976,b2799,b3945,b1602,b2342,b3845,b2913,b2406,b3915,b0509,b3125,b0755,b3612,b0529,b2492,b0904,b1300,b2954,b1380,b3662,b2285,b1378,b1009,,,,,,,,
49,0.377139320124232,0.0798776051528353,b4467,b4069,b4384,b3708,b3752,b2930,b4232,b3697,b3925,b3115,b1849,b2296,b2779,b2926,b2407,b1004,b3713,b1109,b0046,b3236,b2690,b1982,b2797,b3117,b1814,b4471,b2440,b0675,b0261,b0822,b1602,b4381,b2239,b2406,b2789,b3127,b1727,b2975,b0114,b3603,b2366,b0529,b2492,b0904,b1533,b3927,b1380,b3662,b2285,,,,,,,,
57,0.492368318096111,0.00571535000841886,b4467,b1478,b1241,b4069,b4384,b3708,b2297,b2458,b2779,b0030,b2407,b1238,b1004,b3713,b1109,b0046,b3124,b3236,b1638,b1982,b1302,b2662,b4139,b2797,b3117,b1814,b4471,b1623,b4014,b0261,b2976,b2799,b3945,b1602,b2913,b4381,b2406,b2789,b3127,b3915,b2975,b3603,b1539,b2492,b0904,b2954,b1533,b3029,b1380,b1600,b0514,b4141,b1798,b3662,b0221,b2285,b1009
