Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.156817069278276,0.0299331946731627,STM1203,STM1832,STM3646,STM0737,STM2654,STM4340,STM1884,STM1465,STM0840,STM0842,STM4085,STM4415,STM1135,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM1480,STM1378,STM1888,STM0977,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,,,,,
32,0.0937602358778275,0.113333721327194,STM1203,STM1832,STM1749,STM2463,STM4340,STM3680,STM1884,STM1465,STM0840,STM0842,STM3068,STM2141,STM1620,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM4484,STM1211,STM2317,STM0935,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,,,
32,0.0937602358778287,0.113333721328331,STM1203,STM1832,STM4483,STM1749,STM2463,STM4340,STM3680,STM1884,STM1465,STM0840,STM0842,STM4085,STM4415,STM1620,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,,,
32,0.0937602358778286,0.113333721327081,STM1203,STM1832,STM4482,STM1749,STM2463,STM4340,STM3680,STM1884,STM1465,STM0840,STM0842,STM3068,STM2141,STM1620,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,,,
32,0.0937602358778297,0.113333721330036,STM1203,STM1832,STM4482,STM1749,STM2463,STM4340,STM3680,STM1884,STM1465,STM0840,STM0842,STM4085,STM4415,STM1620,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,,,
32,0.0937602358778297,0.113333721327876,STM1203,STM1832,STM1749,STM2463,STM4340,STM3680,STM1884,STM1465,STM0840,STM0842,STM4085,STM4415,STM1620,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM4484,STM1211,STM2317,STM0935,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,,,
33,0.0840929283504334,0.49558125050271,STM1203,STM1832,STM3646,STM1749,STM2463,STM4340,STM0980,STM1884,STM1465,STM0840,STM0842,STM3068,STM2141,STM1135,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM1480,STM1378,STM1888,STM2051,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,,
33,0.084627582885189,0.485533792236358,STM1203,STM1832,STM1749,STM2463,STM4236,STM2285,STM1884,STM1465,STM0840,STM0842,STM4085,STM4415,STM1620,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM3179,STM1480,STM1378,STM1888,STM2051,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,,
33,0.0836092753211449,0.455426419464061,STM1203,STM1832,STM3646,STM1749,STM2463,STM4340,STM0980,STM3680,STM1884,STM1465,STM0840,STM0842,STM4085,STM4415,STM1135,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,,
33,0.0838631423760847,0.454063086517294,STM1203,STM1832,STM3646,STM1749,STM2463,STM4340,STM3680,STM1884,STM1465,STM4109,STM0840,STM0842,STM4085,STM4415,STM1135,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,,
33,0.0837915347751036,0.453821705904602,STM1203,STM1832,STM1749,STM2463,STM4340,STM3680,STM4108,STM1884,STM1465,STM0840,STM0842,STM3529,STM4085,STM4415,STM1620,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,,
33,0.0838960801920052,0.453558368883478,STM1203,STM1832,STM3646,STM1749,STM2463,STM4340,STM4236,STM3680,STM1884,STM1465,STM0840,STM0842,STM3068,STM2141,STM1135,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,,
33,0.0838493212447203,0.447085417574726,STM1203,STM1832,STM1749,STM2463,STM0980,STM3680,STM2285,STM1884,STM1465,STM0840,STM0842,STM3068,STM2141,STM1620,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM3179,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,,
33,0.0838493138759138,0.44706836088676,STM1203,STM1832,STM1749,STM2463,STM0980,STM3680,STM2285,STM1884,STM1465,STM0840,STM0842,STM4085,STM4415,STM1620,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM3179,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,,
33,0.0841046677892807,0.445733014645384,STM1203,STM1832,STM1749,STM2463,STM3680,STM2285,STM1884,STM1465,STM4109,STM0840,STM0842,STM4085,STM4415,STM1620,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM3179,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,,
33,0.0841046677892807,0.44573301464618,STM1203,STM1832,STM1749,STM2463,STM3680,STM2285,STM1884,STM1465,STM4109,STM0840,STM0842,STM3068,STM2141,STM1620,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM3179,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,,
33,0.0946674787431266,0.302788984834251,STM1203,STM1832,STM4482,STM1749,STM2463,STM4275,STM0371,STM4340,STM1884,STM1465,STM0840,STM0842,STM3068,STM2141,STM1620,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,,
33,0.0951425584369939,0.288105099884547,STM1203,STM1832,STM4482,STM1749,STM2463,STM2285,STM1884,STM1465,STM0840,STM0842,STM4085,STM4415,STM1620,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM3179,STM1480,STM1378,STM1888,STM2051,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,,
33,0.0808147851413039,0.225335140499965,STM1203,STM1832,STM1749,STM2463,STM4340,STM3680,STM0169,STM0861,STM1884,STM1465,STM0840,STM0842,STM3068,STM2141,STM1620,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,,
33,0.0808147851413046,0.225335140500533,STM1203,STM1832,STM1749,STM2463,STM4340,STM3680,STM0169,STM0861,STM1884,STM1465,STM0840,STM0842,STM4085,STM4415,STM1620,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,,
33,0.0948056471320589,0.143552584253371,STM1203,STM1832,STM1749,STM2463,STM4340,STM3680,STM1884,STM1465,STM0840,STM0842,STM3068,STM2141,STM1620,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM4484,STM1211,STM2317,STM1480,STM2338,STM2466,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,,
33,0.0938416060231432,0.11293957766361,STM1203,STM1832,STM3646,STM4482,STM1749,STM2463,STM4340,STM3680,STM1884,STM1465,STM0840,STM0842,STM3068,STM2141,STM1135,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,,
33,0.0938416060231431,0.112939577662246,STM1203,STM1832,STM3646,STM1749,STM2463,STM4340,STM3680,STM1884,STM1465,STM0840,STM0842,STM3068,STM2141,STM1135,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM4484,STM1211,STM2317,STM0935,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,,
33,0.0938416060231439,0.112939577662132,STM1203,STM1832,STM3646,STM4482,STM1749,STM2463,STM4340,STM3680,STM1884,STM1465,STM0840,STM0842,STM4085,STM4415,STM1135,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,,
33,0.0938416060231442,0.112939577663269,STM1203,STM1832,STM3646,STM4483,STM1749,STM2463,STM4340,STM3680,STM1884,STM1465,STM0840,STM0842,STM3068,STM2141,STM1135,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,,
33,0.0942262113559205,0.0978430155754495,STM1203,STM1832,STM4482,STM1749,STM2463,STM3680,STM2285,STM1884,STM1465,STM0840,STM0842,STM3068,STM2141,STM1620,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM3179,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,,
33,0.0942262113559205,0.0978430155762453,STM1203,STM1832,STM4483,STM1749,STM2463,STM3680,STM2285,STM1884,STM1465,STM0840,STM0842,STM3068,STM2141,STM1620,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM3179,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,,
33,0.0836092710113358,0.455743326675133,STM1203,STM1832,STM3646,STM1749,STM2463,STM4340,STM0980,STM3680,STM1884,STM1465,STM0840,STM0842,STM3068,STM2141,STM1135,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,,
34,0.0830609123813473,0.487098483956174,STM1203,STM1832,STM1749,STM4340,STM0980,STM3680,STM1884,STM1465,STM0840,STM0842,STM3068,STM2141,STM1620,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM1627,STM1567,STM2461,STM0054,STM3353,,
34,0.0833439439928326,0.485336593981629,STM1203,STM1832,STM1749,STM4340,STM4236,STM3680,STM1884,STM1465,STM0840,STM0842,STM3068,STM2141,STM1620,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM1627,STM1567,STM2461,STM0054,STM3353,,
34,0.0838631597201743,0.454431132889454,STM1203,STM1832,STM3646,STM1749,STM2463,STM4340,STM3680,STM4108,STM1884,STM1465,STM0840,STM0842,STM3068,STM3529,STM2141,STM1135,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,
34,0.0838631597201743,0.454103227934297,STM1203,STM1832,STM3646,STM1749,STM2463,STM4340,STM3680,STM4108,STM1884,STM1465,STM0840,STM0842,STM3529,STM4085,STM4415,STM1135,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,
34,0.08396203020101,0.445592921202547,STM1203,STM1832,STM3646,STM1749,STM2463,STM0980,STM3680,STM2285,STM1884,STM1465,STM0840,STM0842,STM3068,STM2141,STM1135,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM3179,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,
34,0.084251407576696,0.444012744942142,STM1203,STM1832,STM3646,STM1749,STM2463,STM4236,STM3680,STM2285,STM1884,STM1465,STM0840,STM0842,STM4085,STM4415,STM1135,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM3179,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,
34,0.0842514036380588,0.444003671775931,STM1203,STM1832,STM3646,STM1749,STM2463,STM4236,STM3680,STM2285,STM1884,STM1465,STM0840,STM0842,STM3068,STM2141,STM1135,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM3179,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,
34,0.0926567911117008,0.218663157442165,STM1203,STM1832,STM4483,STM1749,STM4340,STM3680,STM1884,STM1465,STM0840,STM0842,STM4085,STM4415,STM1620,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM1627,STM1567,STM2461,STM0054,STM3353,,
34,0.0926567721458263,0.218656606725403,STM1203,STM1832,STM4482,STM1749,STM4340,STM3680,STM1884,STM1465,STM0840,STM0842,STM3068,STM2141,STM1620,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM1627,STM1567,STM2461,STM0054,STM3353,,
34,0.0812164235095385,0.211983232357738,STM1203,STM1832,STM1749,STM2463,STM3680,STM2285,STM0169,STM0861,STM1884,STM1465,STM0840,STM0842,STM3068,STM2141,STM1620,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM3179,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,
34,0.0948888377766018,0.143178454666781,STM1203,STM1832,STM3646,STM4482,STM1749,STM2463,STM4340,STM3680,STM1884,STM1465,STM0840,STM0842,STM3068,STM2141,STM1135,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM1480,STM2338,STM2466,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,
34,0.0943702771066051,0.0953703629060101,STM1203,STM1832,STM3646,STM1749,STM2463,STM3680,STM2285,STM1884,STM1465,STM0840,STM0842,STM4085,STM4415,STM1135,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM4484,STM1211,STM2317,STM0935,STM3179,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,
34,0.080884920532379,0.224995416145703,STM1203,STM1832,STM3646,STM1749,STM2463,STM4340,STM3680,STM0169,STM0861,STM1884,STM1465,STM0840,STM0842,STM4085,STM4415,STM1135,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,,
35,0.0831311538526945,0.48708039832312,STM1203,STM1832,STM3646,STM1749,STM4340,STM0980,STM3680,STM1884,STM1465,STM0840,STM0842,STM4085,STM4415,STM1135,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM1627,STM1567,STM2461,STM0054,STM3353,
35,0.0834146823408924,0.485331026241624,STM1203,STM1832,STM3646,STM1749,STM4340,STM4236,STM3680,STM1884,STM1465,STM0840,STM0842,STM4085,STM4415,STM1135,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM1627,STM1567,STM2461,STM0054,STM3353,
35,0.0834146823408922,0.485331026244921,STM1203,STM1832,STM3646,STM1749,STM4340,STM4236,STM3680,STM1884,STM1465,STM0840,STM0842,STM3068,STM2141,STM1135,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM1627,STM1567,STM2461,STM0054,STM3353,
35,0.08336843517522,0.4788237114617,STM1203,STM1832,STM1749,STM0980,STM3680,STM2285,STM1884,STM1465,STM0840,STM0842,STM3068,STM2141,STM1620,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM3179,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM1627,STM1567,STM2461,STM0054,STM3353,
35,0.0836535894576636,0.477046093764557,STM1203,STM1832,STM1749,STM4236,STM3680,STM2285,STM1884,STM1465,STM0840,STM0842,STM3068,STM2141,STM1620,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM3179,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM1627,STM1567,STM2461,STM0054,STM3353,
35,0.0798636926994502,0.316121769492042,STM1203,STM1832,STM1749,STM4340,STM3680,STM0169,STM0861,STM1884,STM1465,STM0840,STM0842,STM3068,STM2141,STM1620,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM1627,STM1567,STM2461,STM0054,STM3353,
35,0.092736256458799,0.218363990150964,STM1203,STM1832,STM3646,STM4482,STM1749,STM4340,STM3680,STM1884,STM1465,STM0840,STM0842,STM3068,STM2141,STM1135,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM1627,STM1567,STM2461,STM0054,STM3353,
35,0.0927362564587992,0.218363990150347,STM1203,STM1832,STM3646,STM1749,STM4340,STM3680,STM1884,STM1465,STM0840,STM0842,STM3068,STM2141,STM1135,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM4484,STM1211,STM2317,STM0935,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM1627,STM1567,STM2461,STM0054,STM3353,
35,0.0927362564587993,0.218363990150527,STM1203,STM1832,STM3646,STM1749,STM4340,STM3680,STM1884,STM1465,STM0840,STM0842,STM4085,STM4415,STM1135,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM4484,STM1211,STM2317,STM0935,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM1627,STM1567,STM2461,STM0054,STM3353,
35,0.0931118270455859,0.203869435087086,STM1203,STM1832,STM4482,STM1749,STM3680,STM2285,STM1884,STM1465,STM0840,STM0842,STM4085,STM4415,STM1620,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM3179,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM1627,STM1567,STM2461,STM0054,STM3353,
35,0.0954294332889572,0.12559316921454,STM1203,STM1832,STM3646,STM4482,STM1749,STM2463,STM3680,STM2285,STM1884,STM1465,STM0840,STM0842,STM4085,STM4415,STM1135,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM3179,STM1480,STM2338,STM2466,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM0054,STM3353,
36,0.0799321862872898,0.315863908147895,STM1203,STM1832,STM3646,STM1749,STM4340,STM3680,STM0169,STM0861,STM1884,STM1465,STM0840,STM0842,STM3068,STM2141,STM1135,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM1627,STM1567,STM2461,STM0054,STM3353
36,0.0802557712405702,0.303322605817698,STM1203,STM1832,STM1749,STM3680,STM2285,STM0169,STM0861,STM1884,STM1465,STM0840,STM0842,STM4085,STM4415,STM1620,STM1647,STM2167,STM0974,STM1566,STM2472,STM1076,STM1211,STM2317,STM0935,STM3179,STM1480,STM1378,STM1888,STM4301,STM3599,STM4325,STM0627,STM1627,STM1567,STM2461,STM0054,STM3353
